          x(meter)            y(meter)                 u(m/s)              v(m/s)
        156389.50000        4175322.00000              0.03086              0.01047
        156157.45313        4174606.50000              0.03307              0.01450
        155287.50000        4174564.25000              0.02770              0.01704
        154970.04688        4173826.50000              0.03141              0.01961
        154206.67188        4173721.00000              0.02675              0.02002
        153800.18750        4172923.75000              0.03099              0.02419
        152954.73438        4173078.25000              0.02396              0.02135
        152214.51563        4172660.25000              0.02403              0.02160
        152145.78125        4171856.25000              0.02573              0.02533
        152936.56250        4171295.25000              0.02438              0.02680
        152687.81250        4170406.75000              0.02711              0.02839
        153326.28125        4169774.00000              0.02460              0.02963
        153101.51563        4168837.00000              0.02344              0.03131
        152295.40625        4168531.75000              0.01953              0.03077
        152101.62500        4167461.75000              0.01527              0.03265
        151255.29688        4167236.25000              0.01239              0.03014
        150762.98438        4166403.00000              0.00924              0.02950
        150964.14063        4165539.75000              0.00522              0.02912
        150089.85938        4164835.00000              0.00458              0.02506
        150179.90625        4163896.50000              0.00078              0.02409
        151113.18750        4163561.25000              0.00104              0.02464
        151217.92188        4162555.50000             -0.00235              0.02543
        150397.57813        4161915.25000             -0.00233              0.02210
        150618.59375        4160893.50000             -0.00454              0.02470
        151652.48438        4160523.75000              0.00059              0.03041
        151976.39063        4159474.00000              0.00561              0.03427
        151325.34375        4158781.50000              0.00564              0.03434
        151747.93750        4157685.50000              0.01341              0.03944
        152785.89063        4157365.50000              0.01158              0.04038
        153215.31250        4156321.75000              0.00846              0.04147
        152599.17188        4155520.50000              0.00520              0.03655
        152988.78125        4154469.75000             -0.00381              0.03314
        152336.60938        4153679.00000             -0.00547              0.02697
        152669.96875        4152632.00000             -0.01283              0.02044
        151942.28125        4151817.00000             -0.01156              0.01850
        152312.64063        4150796.25000             -0.01320              0.01215
        153417.59375        4150608.00000             -0.01396              0.01045
        153840.70313        4149601.25000             -0.01391              0.00652
        154868.25000        4149351.25000             -0.01255              0.00740
        155169.81250        4148261.00000             -0.01231              0.00670
        156072.82813        4147924.00000             -0.01100              0.00775
        156219.68750        4146762.75000             -0.01238              0.00774
        157062.59375        4146384.50000             -0.01157              0.00834
        157162.15625        4145241.25000             -0.01206              0.00741
        158046.09375        4144909.50000             -0.01230              0.00698
        158198.92188        4143862.75000             -0.01228              0.00587
        159164.35938        4143606.50000             -0.01288              0.00509
        159974.76563        4144365.25000             -0.01229              0.00475
        160970.89063        4144112.25000             -0.01253              0.00419
        161158.32813        4143095.75000             -0.01250              0.00414
        162131.78125        4142819.50000             -0.01201              0.00413
        162288.42188        4141786.75000             -0.01186              0.00427
        163201.59375        4141515.00000             -0.01149              0.00400
        163328.56250        4140527.00000             -0.01171              0.00371
        164229.40625        4140298.75000             -0.01145              0.00368
        164435.51563        4139388.00000             -0.01172              0.00352
        165395.25000        4139161.25000             -0.01143              0.00368
        165695.90625        4138311.25000             -0.01129              0.00394
        166658.90625        4138017.25000             -0.01118              0.00433
        167332.14063        4138504.00000             -0.01029              0.00459
        168302.68750        4138057.75000             -0.01082              0.00435
        169068.45313        4138464.00000             -0.00962              0.00427
        170040.34375        4137902.50000             -0.01031              0.00342
        170843.39063        4138161.25000             -0.00925              0.00295
        171830.79688        4137640.00000             -0.00990              0.00280
        172020.85938        4136897.25000             -0.00834              0.00324
        173066.65625        4136518.00000             -0.00837              0.00291
        173236.12500        4135716.75000             -0.00786              0.00326
        174193.01563        4135278.75000             -0.00786              0.00280
        174241.68750        4134411.25000             -0.00735              0.00262
        175055.98438        4133859.50000             -0.00668              0.00194
        175882.87500        4134258.50000             -0.00732              0.00101
        176660.53125        4133626.00000             -0.00645              0.00043
        176476.42188        4132592.25000             -0.00698              0.00064
        177039.32813        4131844.50000             -0.00685              0.00011
        177949.65625        4131811.75000             -0.00624             -0.00011
        178422.15625        4132514.25000             -0.00597             -0.00051
        178389.29688        4130796.50000             -0.00599              0.00007
        179345.50000        4130606.50000             -0.00566             -0.00024
        179611.70313        4129593.50000             -0.00608             -0.00019
        180505.92188        4129359.50000             -0.00543             -0.00046
        181373.84375        4130024.50000             -0.00592             -0.00125
        182318.73438        4129598.25000             -0.00571             -0.00129
        182397.26563        4128698.50000             -0.00602             -0.00143
        183305.40625        4128213.00000             -0.00530             -0.00141
        183353.09375        4127277.25000             -0.00500             -0.00125
        184154.51563        4126748.75000             -0.00445             -0.00081
        184112.09375        4125825.25000             -0.00518             -0.00115
        184846.37500        4125303.50000             -0.00345              0.00040
        185689.87500        4125739.50000             -0.00395             -0.00152
        186401.34375        4125292.00000             -0.00363             -0.00112
        187320.64063        4125810.75000             -0.00401             -0.00234
        187937.03125        4125349.75000             -0.00353             -0.00171
        188821.07813        4125490.75000             -0.00351             -0.00230
        189326.73438        4126096.50000             -0.00387             -0.00207
        190310.98438        4125921.75000             -0.00378             -0.00149
        190636.57813        4125122.25000             -0.00286             -0.00124
        191610.21875        4125019.25000             -0.00362             -0.00169
        191899.92188        4124315.50000             -0.00358             -0.00192
        192717.57813        4124124.25000             -0.00360             -0.00173
        193494.45313        4124501.75000             -0.00385             -0.00227
        193658.35938        4125283.00000             -0.00377             -0.00216
        194122.00000        4123930.25000             -0.00346             -0.00132
        194907.26563        4124051.25000             -0.00314             -0.00111
        195417.71875        4124796.50000             -0.00357             -0.00145
        196285.64063        4124710.75000             -0.00187              0.00027
        196916.62500        4125351.25000             -0.00229              0.00035
        197739.67188        4125143.75000             -0.00058              0.00035
        198438.35938        4125680.00000             -0.00050             -0.00029
        199236.59375        4125345.25000             -0.00013             -0.00169
        199970.10938        4125794.25000              0.00028             -0.00139
        200741.10938        4125376.00000              0.00090             -0.00162
        201505.84375        4125767.75000              0.00124             -0.00172
        202243.71875        4125282.50000              0.00172             -0.00146
        203019.37500        4125598.50000              0.00182             -0.00147
        203712.25000        4125040.50000              0.00191             -0.00138
        204481.85938        4125266.00000              0.00212             -0.00088
        205122.03125        4124631.00000              0.00190             -0.00129
        205882.73438        4124768.25000              0.00169             -0.00092
        206069.07813        4125558.50000              0.00192             -0.00073
        206913.64063        4125656.75000              0.00217             -0.00160
        207463.01563        4124925.00000              0.00168             -0.00172
        208256.54688        4124858.00000              0.00241             -0.00119
        208641.01563        4125432.75000              0.00221             -0.00105
        209456.54688        4125266.00000              0.00240             -0.00033
        209814.53125        4125904.00000              0.00281             -0.00079
        210572.75000        4125922.50000              0.00296             -0.00153
        210942.62500        4126588.25000              0.00341             -0.00164
        211739.64063        4126608.75000              0.00320             -0.00011
        212155.39063        4125982.00000              0.00340              0.00007
        212900.00000        4126013.00000              0.00320              0.00095
        213245.73438        4126647.75000              0.00331              0.00100
        213901.28125        4126634.75000              0.00313              0.00101
        214332.12500        4127151.00000              0.00266              0.00210
        214919.32813        4126893.75000              0.00354              0.00382
        215403.60938        4127190.75000              0.00370              0.00383
        215453.59375        4127886.25000              0.00446              0.00377
        216023.32813        4128159.75000              0.00483              0.00379
        216166.81250        4128877.00000              0.00513              0.00360
        216801.20313        4129028.00000              0.00554              0.00489
        217106.00000        4129615.00000              0.00445              0.00418
        217791.18750        4129526.75000              0.00468              0.00429
        218148.43750        4129999.50000              0.00362              0.00504
        217950.28125        4130655.00000              0.00481              0.00620
        218405.87500        4131109.25000              0.00425              0.00872
        218332.89063        4131832.00000              0.00690              0.01008
        218932.60938        4132145.50000              0.00795              0.01364
        219082.04688        4132721.75000              0.00930              0.01257
        219838.54688        4132804.25000              0.01217              0.01253
        220120.10938        4133299.50000              0.01208              0.01072
        219718.35938        4133709.00000              0.01126              0.01246
        219948.62500        4134198.00000              0.01121              0.01310
        220553.26563        4134349.75000              0.00916              0.01260
        220566.42188        4134874.75000              0.00946              0.01319
        221010.51563        4135193.50000              0.00708              0.00840
        221503.89063        4135078.25000              0.00548              0.01539
        221891.20313        4135426.75000             -0.00087              0.01891
        221899.65625        4135864.75000              0.00161              0.01783
        221499.37500        4136197.25000             -0.00313              0.02652
        221632.53125        4136678.50000             -0.00422              0.02399
        222108.34375        4136764.00000             -0.01026              0.02972
        222174.21875        4137229.50000              0.00063              0.00086
        393024.25000        4361568.50000              0.00611             -0.00008
        393435.50000        4361101.50000              0.00692             -0.00420
        398463.06250        4426719.00000              0.00441              0.01029
        398420.96875        4427042.00000             -0.00563              0.00588
        398119.68750        4427109.50000             -0.00891             -0.00316
        397497.43750        4428188.00000              0.00499             -0.00232
        397991.43750        4429386.50000              0.00015              0.00012
        397821.28125        4428208.50000              0.00000              0.00000
        398237.65625        4430113.50000              0.00021              0.00018
        414660.25000        4445674.00000             -0.00743             -0.01866
        414401.96875        4446805.50000              0.03163             -0.01136
        415012.00000        4447509.50000              0.00093              0.01937
        414782.28125        4448714.50000             -0.00884              0.01897
        414098.84375        4449122.00000              0.02559              0.03565
        413295.96875        4448686.50000              0.03601              0.02747
        412740.75000        4449346.50000              0.04927              0.05168
        412992.43750        4449950.50000              0.02078              0.05685
        412601.81250        4450411.50000             -0.00495              0.05842
        412032.31250        4450451.00000             -0.00774              0.08229
        411784.12500        4450903.00000             -0.06891              0.12079
        411268.93750        4451043.00000             -0.05466              0.12733
        411162.56250        4451421.50000             -0.16614              0.16781
        410846.00000        4451666.00000             -0.13409              0.19939
        410892.68750        4451944.00000             -0.15775              0.25481
        410802.56250        4452186.00000             -0.13144              0.29462
        410653.90625        4452357.00000             -0.14847              0.19672
        410740.00000        4452598.50000             -0.14374              0.21829
        410759.00000        4452829.00000             -0.14674              0.21280
        411001.00000        4452882.50000             -0.07702              0.14637
        411212.87500        4453043.50000             -0.02977              0.09074
        411141.21875        4453363.50000             -0.06524              0.09578
        411378.53125        4453574.00000             -0.03099              0.05183
        411674.87500        4453516.50000             -0.07399             -0.03221
        411850.00000        4453726.50000             -0.05204             -0.01332
        411858.00000        4453929.00000             -0.06420              0.00545
        412175.65625        4453994.50000             -0.06901              0.00203
        412348.65625        4454225.00000             -0.06459              0.00846
        412799.21875        4454258.50000             -0.08048              0.00651
        413103.06250        4454575.00000             -0.03186              0.00184
        413589.12500        4454517.50000             -0.05925              0.00589
        414017.56250        4454728.00000             -0.00882              0.00465
        413920.93750        4455199.00000              0.00488             -0.00513
        414408.37500        4455530.50000              0.03931             -0.02064
        415077.93750        4455314.50000              0.02375             -0.03841
        415672.93750        4455766.00000              0.03976             -0.04961
        415538.37500        4456372.00000              0.04217             -0.04309
        415984.96875        4456964.00000              0.02790             -0.03513
        415614.75000        4457613.00000              0.02219             -0.03192
        416056.15625        4458381.00000              0.01680             -0.02584
        416739.84375        4458154.50000              0.01233             -0.01796
        417323.31250        4458515.50000              0.01361              0.00638
        417709.18750        4459337.50000              0.04927              0.00368
        417462.40625        4460000.00000              0.07262              0.00053
        418117.46875        4460801.00000              0.08565              0.00459
        419062.56250        4460815.00000              0.06835              0.04499
        419669.71875        4461674.50000              0.05806              0.06455
        419147.40625        4462533.00000             -0.00124              0.07545
        419706.00000        4463450.00000             -0.00831              0.09728
        419068.40625        4464321.50000             -0.19552              0.08256
        417942.12500        4464270.50000             -0.14230              0.13077
        417411.81250        4465141.00000             -0.18457              0.07962
        417904.00000        4466097.00000             -0.17670              0.10694
        418991.96875        4466122.50000             -0.11329             -0.05055
        419637.09375        4466920.00000             -0.06052             -0.06681
        419338.93750        4467864.00000              0.00365             -0.03899
        418464.71875        4468200.50000              0.02345              0.00459
        418433.50000        4469268.50000              0.03816              0.00956
        419245.15625        4469890.00000              0.03913             -0.01497
        419159.15625        4470932.50000              0.02653             -0.00884
        420032.40625        4471458.00000              0.01943             -0.01666
        419977.53125        4472426.00000              0.01382             -0.00324
        420781.40625        4472910.50000              0.00479              0.00278
        420745.46875        4473924.00000              0.00288              0.00931
        420052.43750        4474365.50000              0.01399              0.01632
        420006.37500        4475431.50000             -0.00447              0.01374
        420836.93750        4475932.50000             -0.01076              0.02066
        420949.90625        4476962.00000              0.00200              0.02094
        420029.21875        4477770.00000             -0.00387              0.01144
        420221.12500        4478876.50000             -0.00099              0.01160
        419425.71875        4479928.50000              0.00325              0.01359
        419985.37500        4480971.50000              0.00506              0.01379
        419525.68750        4482204.50000              0.00515              0.01126
        420539.96875        4483048.00000              0.00799              0.00963
        420358.93750        4484282.50000              0.00942              0.00915
        418963.93750        4485000.00000              0.00706              0.01271
        418844.03125        4486307.50000              0.00770              0.01248
        420068.81250        4486844.00000              0.01002              0.01029
        419915.84375        4488128.50000              0.00611              0.00879
        418622.50000        4488787.00000              0.00371              0.00912
        418518.21875        4490054.50000             -0.00131              0.00559
        417004.09375        4490583.50000             -0.00414              0.01112
        416956.28125        4491779.00000             -0.00484              0.01205
        416028.50000        4492658.00000             -0.00316              0.00864
        414712.12500        4492663.00000             -0.00029              0.00849
        414148.37500        4494133.00000              0.00061              0.01118
        412838.75000        4494354.50000             -0.00070              0.00924
        412123.59375        4495640.00000             -0.00060              0.01335
        412858.81250        4496558.00000             -0.00404              0.00865
        412405.43750        4497700.00000              0.00117              0.01399
        411130.53125        4498297.50000              0.00752              0.01652
        411077.37500        4499563.50000              0.00622              0.01155
        409988.37500        4500487.00000              0.00385              0.02308
        408941.56250        4500272.50000              0.00720              0.03181
        407791.28125        4501247.50000              0.00289              0.01608
        407685.12500        4502395.00000             -0.01296              0.03065
        406485.56250        4503163.50000             -0.00590              0.01835
        406514.40625        4504217.00000             -0.01345              0.02498
        405550.50000        4505036.00000             -0.00354              0.02595
        404406.65625        4504852.50000             -0.00353              0.01194
        403509.37500        4505884.00000             -0.00034              0.00724
        402303.53125        4505861.50000             -0.00387             -0.00371
        401464.87500        4506994.50000              0.00049             -0.00464
        400223.56250        4507022.50000             -0.00579             -0.01249
        399714.28125        4505937.50000             -0.01064             -0.00911
        398325.12500        4506075.00000             -0.01140             -0.00181
        397564.84375        4507300.50000             -0.01529              0.00203
        398215.00000        4508189.50000             -0.00832             -0.00668
        397754.28125        4509317.00000              0.00265              0.00431
        396477.68750        4509753.00000             -0.01325              0.00531
        396390.68750        4511077.50000             -0.00861              0.00075
        395322.53125        4511713.50000             -0.02108              0.01056
        393845.75000        4511281.50000             -0.02136             -0.01154
        393151.50000        4512439.00000             -0.02835             -0.00339
        391899.43750        4512604.50000             -0.04121             -0.00341
        391785.53125        4513979.00000             -0.02507              0.00722
        390666.53125        4514264.00000             -0.03566             -0.00108
        390722.37500        4515582.00000             -0.01588              0.00689
        389664.78125        4515922.50000             -0.02314              0.00230
        388475.93750        4515016.00000             -0.02132             -0.00008
        387462.09375        4515505.50000             -0.02884             -0.00856
        386132.65625        4514709.50000             -0.02572             -0.01127
        385281.40625        4515404.50000             -0.02504             -0.00641
        384033.18750        4515277.50000             -0.02566             -0.00803
        383246.87500        4514525.00000             -0.02333             -0.00683
        381861.06250        4515033.00000             -0.02347             -0.00627
        380986.25000        4514288.00000             -0.02248             -0.00580
        379636.09375        4514785.50000             -0.02134             -0.00486
        378684.12500        4514120.00000             -0.01857             -0.00652
        377253.31250        4514781.50000             -0.01752             -0.00698
        376195.53125        4514141.50000             -0.01548             -0.00842
        374793.65625        4514794.00000             -0.01592             -0.00902
        373680.00000        4514146.50000             -0.01359             -0.00779
        372350.68750        4514849.00000             -0.01468             -0.00801
        372245.18750        4516128.50000             -0.01265             -0.00657
        371111.56250        4516840.00000             -0.01401             -0.00671
        371125.06250        4517995.50000             -0.01156             -0.00801
        370126.28125        4518687.50000             -0.01758             -0.00826
        369084.12500        4518381.00000             -0.01359             -0.01136
        368213.46875        4519241.00000             -0.01591             -0.00093
        367174.21875        4519150.00000             -0.01751             -0.00559
        366478.12500        4520197.50000             -0.01552              0.00177
        365467.28125        4520233.50000             -0.02094             -0.00082
        364921.06250        4521326.00000             -0.00557              0.01740
        363969.59375        4521352.00000             -0.00887              0.01256
        363299.37500        4520333.00000              0.00312              0.00583
        362275.15625        4520730.00000             -0.00368              0.00180
        361341.56250        4520250.50000             -0.00023             -0.00075
        361151.53125        4519030.00000             -0.00691              0.00051
        359890.40625        4518793.00000             -0.00721              0.00191
        359426.31250        4517650.00000             -0.00753              0.00317
        358108.12500        4517638.50000             -0.01006             -0.00058
        357440.28125        4516644.00000             -0.00763             -0.00036
        356088.68750        4516850.00000             -0.00809              0.00092
        355572.56250        4518034.50000             -0.00968              0.00051
        354434.71875        4518351.50000             -0.00891              0.00198
        353575.78125        4517621.50000             -0.00741             -0.00008
        352444.00000        4518238.00000             -0.00797             -0.00003
        351265.56250        4517676.50000             -0.00735             -0.00109
        351373.59375        4516449.00000             -0.00549             -0.00179
        350149.18750        4518433.50000             -0.00622              0.00182
        348707.00000        4518073.00000             -0.00500             -0.00154
        348289.87500        4516953.00000             -0.00481             -0.00092
        346966.90625        4516611.00000             -0.00492             -0.00313
        346845.09375        4515380.50000             -0.00553             -0.00431
        345639.53125        4514928.00000             -0.00413             -0.00796
        344835.43750        4515874.00000             -0.00224             -0.00558
        343692.81250        4515638.50000             -0.00128             -0.00399
        342962.53125        4516520.00000              0.00045             -0.00866
        341769.71875        4516180.50000             -0.00184             -0.01283
        341209.84375        4515220.00000             -0.00259             -0.00756
        340008.96875        4515338.00000             -0.01272              0.00901
        339174.68750        4514601.50000             -0.01067              0.01861
        337993.09375        4514959.00000             -0.03345              0.03030
        337030.37500        4514381.50000             -0.04025              0.04312
        337069.03125        4513400.00000             -0.00094              0.05294
        336255.62500        4512756.50000              0.01487              0.02508
        335528.37500        4512925.00000             -0.00137              0.08103
        335055.93750        4512124.00000              0.05788             -0.02022
        334390.81250        4512484.00000              0.04441             -0.10091
        333922.59375        4512162.00000              0.08411             -0.11852
        333880.43750        4511511.00000              0.03778             -0.17165
        334141.03125        4510856.50000              0.19408             -0.11658
        329427.46875        4510146.00000              0.00000              0.00000
        328137.18750        4509506.00000              0.00000              0.00000
        317507.09375        4506896.50000             -0.01256             -0.00460
        316719.68750        4506165.50000             -0.00422             -0.01290
        146114.31250        4344561.00000              0.00146              0.00081
        141935.81250        4344235.00000              0.00000              0.00000
        141425.96875        4343736.50000              0.00428              0.00818
        141551.43750        4342934.50000             -0.00937              0.04064
        140723.23438        4342464.50000             -0.01465             -0.03711
        140680.51563        4341591.50000             -0.07341              0.04229
        146910.76563        4344933.50000              0.00000              0.00000
        139864.93750        4341233.50000             -0.11218             -0.12406
        139670.98438        4340515.50000             -0.07858             -0.10346
        138869.04688        4340194.50000             -0.07130             -0.07993
        138329.10938        4340506.50000             -0.11050             -0.00995
        137488.82813        4340410.00000             -0.11838             -0.21162
        137073.84375        4339953.00000             -0.04018             -0.15804
        137454.43750        4339275.50000              0.04183             -0.13213
        136772.84375        4338769.50000             -0.01009             -0.04524
        137026.50000        4338115.00000             -0.00222             -0.06158
        136606.98438        4337459.50000              0.00632             -0.05670
        135848.23438        4337368.00000              0.00729             -0.03967
        135600.29688        4336510.00000              0.01173             -0.04308
        136164.87500        4335839.50000             -0.00122             -0.05645
        136004.31250        4335052.00000              0.00780             -0.06063
        135280.90625        4334902.50000              0.01865             -0.05271
        135194.39063        4334204.00000              0.00596             -0.06031
        135761.79688        4333580.50000             -0.00969             -0.05832
        135558.92188        4332941.50000             -0.03401             -0.04247
        136025.03125        4332221.50000             -0.02911             -0.03112
        135685.03125        4331617.00000             -0.05212             -0.01309
        135960.14063        4330851.50000             -0.03715             -0.00737
        135461.70313        4330313.50000             -0.04602             -0.00081
        135549.71875        4329551.50000             -0.02805             -0.00098
        134907.65625        4329112.50000             -0.02921             -0.00091
        134844.42188        4328382.00000             -0.01935             -0.00277
        134101.21875        4328054.50000             -0.02159             -0.00202
        133925.28125        4327363.00000             -0.01504             -0.00515
        133120.03125        4327146.50000             -0.01433             -0.00853
        132856.50000        4326498.00000              0.00149             -0.01145
        132013.73438        4326394.50000              0.00693             -0.01574
        131671.20313        4325809.50000              0.00804             -0.01934
        132195.57813        4325218.50000              0.00797             -0.02213
        131792.79688        4324605.50000             -0.00009             -0.02280
        130850.14063        4324699.50000              0.00772             -0.01732
        130378.87500        4324189.50000             -0.00142             -0.01502
        130737.07813        4323462.50000             -0.00199             -0.01380
        130091.53125        4322939.00000             -0.01036             -0.00988
        130188.72656        4322115.50000             -0.01232             -0.01541
        129354.73438        4321603.00000             -0.01156             -0.00935
        129332.39844        4320720.50000             -0.01233             -0.00793
        128491.71875        4320203.50000             -0.01467             -0.00712
        128557.28906        4319245.50000             -0.00901             -0.00214
        127801.87500        4318631.50000             -0.00904             -0.00345
        127961.12500        4317591.50000             -0.00470              0.00076
        127177.07031        4316820.50000             -0.00022             -0.00188
        127396.12500        4315745.50000             -0.00174             -0.00089
        126736.31250        4314848.50000             -0.00115              0.00064
        125749.18750        4314857.00000             -0.00235              0.00096
        125165.32813        4313819.00000              0.00069              0.00210
        125537.28125        4312842.50000              0.00231              0.00037
        124914.55469        4311828.50000              0.00199              0.00145
        125279.85156        4310830.50000              0.00481              0.00247
        124678.07813        4309833.50000              0.00270              0.00265
        123672.03125        4309843.50000              0.00430              0.00350
        123047.82813        4308871.50000              0.00582              0.00296
        122035.66406        4308928.00000              0.00609              0.00314
        121378.89063        4307986.50000              0.00699              0.00297
        121824.35156        4307005.00000              0.00665              0.00218
        121220.36719        4306108.00000              0.00702              0.00216
        121803.51563        4305161.50000              0.00603              0.00170
        121200.65625        4304281.00000              0.00641              0.00174
        121741.25781        4303289.50000              0.00635              0.00116
        121018.25000        4302377.50000              0.00614              0.00103
        121425.82813        4301316.50000              0.00476              0.00118
        120653.64063        4300390.00000              0.00378              0.00152
        119518.03125        4300577.00000              0.00379              0.00138
        118723.46875        4299718.50000              0.00530              0.00060
        119156.18750        4298607.50000              0.00386              0.00014
        118416.28125        4297777.50000              0.00453             -0.00019
        118909.10938        4296500.00000              0.00486              0.00113
        118040.89844        4295705.00000              0.00603              0.00073
        118050.58594        4294384.00000              0.00192             -0.00030
        116745.03125        4293879.50000              0.00254             -0.00043
        116172.35156        4292689.50000              0.00311             -0.00059
        116964.39063        4291804.00000              0.00235             -0.00114
        116368.56250        4290697.50000              0.00114             -0.00089
        117093.23438        4289754.50000              0.00094             -0.00206
        116238.00000        4288727.00000              0.00153             -0.00250
        116571.64063        4287653.00000              0.00141             -0.00383
        115563.65625        4286611.50000              0.00045             -0.00344
        115949.98438        4285415.50000              0.00091             -0.00414
        115056.19531        4284291.50000              0.00019             -0.00365
        115570.92188        4283082.00000              0.00008             -0.00468
        114716.42188        4281944.00000              0.00040             -0.00513
        115202.96094        4280789.00000             -0.00003             -0.00578
        114364.46094        4279670.00000             -0.00001             -0.00573
        114877.06250        4278510.50000             -0.00072             -0.00560
        114072.78125        4277402.50000             -0.00085             -0.00591
        114592.57813        4276239.00000             -0.00124             -0.00589
        113822.32031        4275143.00000             -0.00184             -0.00581
        114378.14063        4273959.50000             -0.00198             -0.00575
        113668.45313        4272862.00000             -0.00312             -0.00626
        114286.27344        4271677.50000             -0.00198             -0.00593
        113615.03125        4270601.50000             -0.00463             -0.00539
        114263.93750        4269406.00000             -0.00138             -0.00472
        113600.44531        4268337.00000             -0.00338             -0.00374
        114277.91406        4267124.00000             -0.00142             -0.00264
        113651.42969        4266079.00000             -0.00147             -0.00309
        114363.41406        4264835.00000             -0.00054             -0.00313
        113768.66406        4263828.50000              0.00009             -0.00326
        114463.21875        4262489.50000             -0.00077             -0.00272
        113782.35156        4261624.50000              0.00017             -0.00326
        113898.85938        4260345.00000              0.00074             -0.00291
        114757.42188        4259561.00000              0.00015             -0.00330
        114357.58594        4258202.50000              0.00169             -0.00390
        115186.89063        4257321.50000              0.00155             -0.00429
        114828.62500        4256052.50000              0.00225             -0.00453
        115692.50781        4255152.50000              0.00245             -0.00510
        115400.55469        4253913.50000              0.00389             -0.00464
        116219.73438        4253095.50000              0.00477             -0.00578
        116055.25781        4251875.00000              0.00834             -0.00363
        115002.69531        4251458.00000              0.01184             -0.00402
        114661.97656        4250295.50000              0.00788             -0.00222
        115362.89844        4249415.00000              0.00887             -0.00198
        116526.75000        4249484.00000              0.00825             -0.00637
        117165.18750        4248464.00000              0.00853             -0.00421
        116717.00000        4247514.00000              0.00017              0.00080
        117513.10938        4246540.00000             -0.01291             -0.00010
        117020.86719        4245647.00000             -0.01788             -0.00226
        117403.96875        4244660.00000             -0.03060             -0.00614
        118354.25781        4244304.00000             -0.03032             -0.00279
        118365.52344        4243168.50000             -0.03900             -0.01027
        119244.30469        4242734.50000             -0.02782             -0.00776
        119341.13281        4241733.00000             -0.01860             -0.00723
        118595.60156        4241136.00000             -0.01481             -0.00518
        118773.87500        4240165.00000             -0.01299             -0.00842
        119716.30469        4239858.00000              0.00095              0.00248
        119767.23438        4238918.50000              0.00152              0.00258
        120580.49219        4238585.00000              0.01315              0.00046
        120592.21094        4237646.00000              0.01720              0.00421
        121345.32813        4237323.50000              0.02353              0.00034
        121550.08594        4236466.50000              0.02755              0.00379
        122390.22656        4236432.50000              0.03127              0.00674
        122933.63281        4235885.00000              0.03169              0.00496
        122729.17188        4235124.00000              0.03536              0.00566
        123374.87500        4234559.00000              0.03699              0.00340
        124094.70313        4234614.50000              0.03707              0.00316
        124533.48438        4235135.00000              0.03553              0.00325
        125293.16406        4234770.00000              0.03240              0.00211
        125895.73438        4235062.00000              0.03264              0.00513
        126508.65625        4234631.50000              0.02964              0.00386
        126521.35156        4233836.50000              0.03505              0.00167
        127246.96875        4233665.50000              0.03522              0.00296
        127438.71094        4233073.50000              0.03115             -0.00172
        128201.98438        4233052.50000              0.02620              0.00657
        128317.15625        4232403.00000              0.02763             -0.00028
        128941.22656        4232296.00000              0.02082              0.00677
        129475.67969        4232731.00000              0.02027              0.01974
        129998.57031        4232481.50000              0.01214              0.02989
        130525.60938        4232772.00000              0.01684              0.04596
        130925.95313        4232419.00000             -0.00036              0.04861
        131395.84375        4232588.00000              0.01567              0.07064
        131663.07813        4232209.00000              0.00466              0.09716
        132050.21875        4232329.50000              0.02641              0.11053
        132309.12500        4232053.50000              0.03785              0.12208
        132202.17188        4231675.00000             -0.00416              0.12384
        132470.39063        4231494.50000              0.02949              0.16294
        132825.34375        4231599.00000              0.09379              0.05588
        159671.29688        4177109.50000              0.05792             -0.02410
        159131.93750        4177050.25000              0.04133             -0.00709
        158854.70313        4176589.50000              0.03413             -0.00197
        158253.73438        4176560.75000              0.03160              0.00004
        157941.93750        4176114.50000              0.03861             -0.00166
        157244.67188        4176090.00000              0.03352              0.00467
        156988.28125        4176532.25000              0.03245              0.00375
        156419.31250        4176748.50000              0.02472              0.00454
        155907.04688        4176580.50000              0.02540              0.00615
        155819.07813        4175916.00000              0.02699              0.01111
        155175.54688        4175844.00000              0.02348              0.01170
        154876.00000        4175207.50000              0.02727              0.01650
        154119.25000        4175472.50000              0.02029              0.01475
